# IMPORTED AT store b0c39d78 -> 340a7a32 (branch claude/store-identity-job-v2-9-kuers3, 2026-07-13, item 20 store-identity job); NOT A SOURCE — do not read as current. The store (engine/rl_after/rl_model_data.json) is the SOLE carrier of every club, ID and eligibility. Raw pre-normalization eligibilities + legacy_afl_club are preserved HERE for recovery only. SSI: stamped, read-only, disposable.
source_row,stable_player_id,legacy_key,player_name,affl_team,eligibilities,legacy_name,legacy_afl_club,legacy_eligibilities,identity_evidence_json
61,afl-player-v1-221530aa5e5039c05e58,brody-mihocek,Brody Mihocek,Brisbane Lions,"G-FWD,K-FWD",Brody Mihocek,Melbourne,K-FWD,"{""birth_date"":""1993-02-04"",""birth_year"":1993,""draft_pick"":20,""draft_type"":""RD"",""draft_year"":2017,""legacy_key"":""brody-mihocek""}"
490,afl-player-v1-eea2bfc12fe6f4414f7c,bruce-reville,Bruce Reville,North Melbourne Kangaroos,MID,Bruce Reville,Brisbane,MID,"{""birth_date"":""2001-02-22"",""birth_year"":2001,""draft_pick"":"""",""draft_type"":""PDA"",""draft_year"":2023,""legacy_key"":""bruce-reville""}"
50,afl-player-v1-5c33c0ae50436bf7207b,buku-khamis,Buku Khamis,Brisbane Lions,"G-DEF,G-FWD,K-FWD,K-DEF",Buku Khamis,Western Bulldogs,K-DEF,"{""birth_date"":""2000-03-24"",""birth_year"":2000,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2018,""legacy_key"":""buku-khamis""}"
98,afl-player-v1-c6c3067150262c510541,caiden-cleary,Caiden Cleary,Carlton Blues,G-FWD,Caiden Cleary,Sydney,G-FWD,"{""birth_date"":""2005-03-05"",""birth_year"":2005,""draft_pick"":24,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""caiden-cleary""}"
539,afl-player-v1-f3b426662b256de4c7a8,caleb-daniel,Caleb Daniel,Port Adelaide Power,G-DEF,Caleb Daniel,North Melbourne,G-DEF,"{""birth_date"":""1996-07-07"",""birth_year"":1996,""draft_pick"":46,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""caleb-daniel""}"
256,afl-player-v1-fafdbcbe6d6e92c5a664,caleb-graham,Caleb Graham,Free agents,"K-DEF,G-DEF",Caleb Graham,Gold Coast,K-DEF,"{""birth_date"":""2000-09-12"",""birth_year"":2000,""draft_pick"":71,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""caleb-graham""}"
271,afl-player-v1-e282f2d56c5a18a5f8a7,caleb-lewis,Caleb Lewis,Free agents,"K-FWD,G-FWD",Caleb Lewis,Gold Coast,K-FWD,"{""birth_date"":""2003-09-29"",""birth_year"":2003,""draft_pick"":14,""draft_type"":""MSD"",""draft_year"":2025,""legacy_key"":""caleb-lewis""}"
461,afl-player-v1-fc6149dc80445b72a5df,caleb-may,Caleb May,Melbourne Demons,RUCK,Caleb May,Western Bulldogs,RUCK,"{""birth_date"":""2005-05-13"",""birth_year"":2005,""draft_pick"":9,""draft_type"":""MSD"",""draft_year"":2026,""legacy_key"":""caleb-may""}"
796,afl-player-v1-970c598ee4fc55acaa39,caleb-serong,Caleb Serong,Western Bulldogs,MID,Caleb Serong,Fremantle,MID,"{""birth_date"":""2001-02-09"",""birth_year"":2001,""draft_pick"":8,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""caleb-serong""}"
791,afl-player-v1-71421bf17a2b7d51e376,caleb-windsor,Caleb Windsor,Western Bulldogs,"G-DEF,MID",Caleb Windsor,Melbourne,MID,"{""birth_date"":""2005-06-09"",""birth_year"":2005,""draft_pick"":7,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""caleb-windsor""}"
353,afl-player-v1-0b851ac82d1ffef7f781,callum-ah-chee,Callum Ah Chee,Geelong Cats,G-FWD,Callum Ah Chee,Adelaide,G-FWD,"{""birth_date"":""1997-10-09"",""birth_year"":1997,""draft_pick"":8,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""callum-ah-chee""}"
246,afl-player-v1-17f0b755996b041b69f4,callum-coleman-jones,Callum Coleman-Jones,Free agents,RUCK,Callum Coleman-Jones,North Melbourne,K-FWD,"{""birth_date"":""1999-06-13"",""birth_year"":1999,""draft_pick"":20,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""callum-coleman-jones""}"
629,afl-player-v1-2aa15c17a8f9bb98c666,callum-brown-ire,Callum M. Brown,St Kilda Saints,G-FWD,Callum M. Brown,GWS,G-FWD,"{""birth_date"":""2000-08-15"",""birth_year"":2000,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2018,""legacy_key"":""callum-brown-ire""}"
155,afl-player-v1-be6280152eab06a384a7,callum-mills,Callum Mills,Collingwood Magpies,G-DEF,Callum Mills,Sydney,G-DEF,"{""birth_date"":""1997-04-02"",""birth_year"":1997,""draft_pick"":3,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""callum-mills""}"
527,afl-player-v1-126dfd2722f326d411fd,callum-wilkie,Callum Wilkie,North Melbourne Kangaroos,"G-DEF,K-DEF",Callum Wilkie,St Kilda,K-DEF,"{""birth_date"":""1996-03-10"",""birth_year"":1996,""draft_pick"":2,""draft_type"":""RD"",""draft_year"":2018,""legacy_key"":""callum-wilkie""}"
166,afl-player-v1-d03a41a0d6c2f19380f3,calsher-dear,Calsher Dear,Collingwood Magpies,"G-FWD,K-FWD",Calsher Dear,Hawthorn,K-FWD,"{""birth_date"":""2005-08-04"",""birth_year"":2005,""draft_pick"":56,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""calsher-dear""}"
803,afl-player-v1-58209e6544f9705de29e,cameron-mackenzie,Cameron Mackenzie,Western Bulldogs,MID,Cameron Mackenzie,Hawthorn,MID,"{""birth_date"":""2004-01-21"",""birth_year"":2004,""draft_pick"":7,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""cameron-mackenzie""}"
398,afl-player-v1-cd052426fa39db3f0120,cameron-nairn,Cameron Nairn,Hawthorn Hawks,"MID,G-FWD",Cameron Nairn,Hawthorn,G-FWD,"{""birth_date"":""2007-10-15"",""birth_year"":2007,""draft_pick"":20,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""cameron-nairn""}"
371,afl-player-v1-ef6e380522f2f654bf4f,cameron-rayner,Cameron Rayner,Geelong Cats,G-FWD,Cameron Rayner,Brisbane,G-FWD,"{""birth_date"":""1999-10-21"",""birth_year"":1999,""draft_pick"":1,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""cameron-rayner""}"
613,afl-player-v1-397ef921c11641ab2a61,cameron-zurhaar,Cameron Zurhaar,Richmond Tigers,"G-FWD,G-DEF",Cameron Zurhaar,North Melbourne,G-FWD,"{""birth_date"":""1998-05-22"",""birth_year"":1998,""draft_pick"":10,""draft_type"":""RD"",""draft_year"":2016,""legacy_key"":""cameron-zurhaar""}"
91,afl-player-v1-5303c488741249f3d485,campbell-chesser,Campbell Chesser,Essendon Bombers,MID,Campbell Chesser,Carlton,MID,"{""birth_date"":""2003-04-27"",""birth_year"":2003,""draft_pick"":14,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""campbell-chesser""}"
96,afl-player-v1-af1e6384eb8bd0db99b6,campbell-gray,Campbell Gray,Carlton Blues,"G-DEF,K-DEF,RUCK",Campbell Gray,Richmond,K-DEF,"{""birth_date"":""2003-08-01"",""birth_year"":2003,""draft_pick"":16,""draft_type"":""MSD"",""draft_year"":2024,""legacy_key"":""campbell-gray""}"
603,afl-player-v1-4a2df595cb1ba12b7a45,campbell-lake,Campbell Lake,Richmond Tigers,"G-FWD,MID",Campbell Lake,St Kilda,G-FWD,"{""birth_date"":""2004-08-11"",""birth_year"":2004,""draft_pick"":7,""draft_type"":""MSD"",""draft_year"":2026,""legacy_key"":""campbell-lake""}"
509,afl-player-v1-95e6edb27f0d4ea676f1,chad-warner,Chad Warner,North Melbourne Kangaroos,"MID,G-FWD",Chad Warner,Sydney,MID,"{""birth_date"":""2001-05-19"",""birth_year"":2001,""draft_pick"":39,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""chad-warner""}"
800,afl-player-v1-0d58e3e7af08a0573883,changkuoth-jiath,Changkuoth Jiath,Western Bulldogs,G-DEF,Changkuoth Jiath,Melbourne,G-DEF,"{""birth_date"":""1999-06-13"",""birth_year"":1999,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2017,""legacy_key"":""changkuoth-jiath""}"
95,afl-player-v1-b8bb99a0c8d9a611efd0,charlie-ballard,Charlie Ballard,Carlton Blues,"G-DEF,K-DEF",Charlie Ballard,Gold Coast,K-DEF,"{""birth_date"":""1999-07-23"",""birth_year"":1999,""draft_pick"":42,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""charlie-ballard""}"
484,afl-player-v1-87e4c971ec1689a965d6,charlie-banfield,Charlie Banfield,Melbourne Demons,"MID,G-FWD",Charlie Banfield,St Kilda,MID,"{""birth_date"":""2007-07-18"",""birth_year"":2007,""draft_pick"":41,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""charlie-banfield""}"
708,afl-player-v1-7f331c01fa1334654985,charlie-cameron,Charlie Cameron,Sydney Swans,G-FWD,Charlie Cameron,Brisbane,G-FWD,"{""birth_date"":""1994-07-05"",""birth_year"":1994,""draft_pick"":6,""draft_type"":""RD"",""draft_year"":2013,""legacy_key"":""charlie-cameron""}"
639,afl-player-v1-b2c20ab6820a656f1945,charlie-comben,Charlie Comben,St Kilda Saints,K-DEF,Charlie Comben,North Melbourne,K-DEF,"{""birth_date"":""2001-07-20"",""birth_year"":2001,""draft_pick"":31,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""charlie-comben""}"
9,afl-player-v1-a9f80c63a274e4e1bbb3,charlie-curnow,Charlie Curnow,Adelaide Crows,"G-FWD,K-FWD",Charlie Curnow,Carlton,K-FWD,"{""birth_date"":""1997-02-03"",""birth_year"":1997,""draft_pick"":12,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""charlie-curnow""}"
437,afl-player-v1-e3101fd43facb6870d9a,charlie-edwards,Charlie Edwards,Hawthorn Hawks,"G-DEF,MID",Charlie Edwards,Adelaide,MID,"{""birth_date"":""2005-05-18"",""birth_year"":2005,""draft_pick"":21,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""charlie-edwards""}"
400,afl-player-v1-6437310147a94494220e,charlie-nicholls,Charlie Nicholls,Hawthorn Hawks,"G-FWD,K-FWD",Charlie Nicholls,Fremantle,K-FWD,"{""birth_date"":""2006-06-08"",""birth_year"":2006,""draft_pick"":34,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""charlie-nicholls""}"
573,afl-player-v1-a1f4b1e733f155a14dcc,charlie-spargo,Charlie Spargo,Port Adelaide Power,G-FWD,Charlie Spargo,Melbourne,G-FWD,"{""birth_date"":""1999-11-25"",""birth_year"":1999,""draft_pick"":29,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""charlie-spargo""}"
789,afl-player-v1-d188bb0f21cc85bbd788,charlie-west,Charlie West,Western Bulldogs,"G-FWD,K-FWD",Charlie West,Collingwood,K-FWD,"{""birth_date"":""2006-02-01"",""birth_year"":2006,""draft_pick"":50,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""charlie-west""}"
266,afl-player-v1-27b21d716a174d3d7a69,chayce-jones,Chayce Jones,Free agents,"G-DEF,MID",Chayce Jones,Adelaide,MID,"{""birth_date"":""2000-01-14"",""birth_year"":2000,""draft_pick"":9,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""chayce-jones""}"
604,afl-player-v1-ce97654bb88ebc40ffe5,chris-scerri,Chris Scerri,Richmond Tigers,"G-FWD,MID",Chris Scerri,Fremantle,G-FWD,"{""birth_date"":""2006-07-06"",""birth_year"":2006,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2025,""legacy_key"":""chris-scerri""}"
620,afl-player-v1-64ab25bfb0ad8838d8f5,christian-moraes,Christian Moraes,Richmond Tigers,"MID,G-FWD",Christian Moraes,Port Adelaide,MID,"{""birth_date"":""2006-11-08"",""birth_year"":2006,""draft_pick"":38,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""christian-moraes""}"
750,afl-player-v1-fb186725cde9cc707a20,christian-petracca,Christian Petracca,West Coast Eagles,"MID,G-FWD",Christian Petracca,Gold Coast,MID,"{""birth_date"":""1996-01-04"",""birth_year"":1996,""draft_pick"":2,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""christian-petracca""}"
553,afl-player-v1-0f7806fb9aa246ac2b53,christian-salem,Christian Salem,Port Adelaide Power,G-DEF,Christian Salem,Melbourne,G-DEF,"{""birth_date"":""1995-07-15"",""birth_year"":1995,""draft_pick"":9,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""christian-salem""}"
241,afl-player-v1-60a82e89999eaca19d3f,cillian-bourke,Cillian Bourke,Free agents,G-DEF,Cillian Bourke,Essendon,G-DEF,"{""birth_date"":""2006-06-07"",""birth_year"":2006,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2025,""legacy_key"":""cillian-bourke""}"
562,afl-player-v1-a8a7e455c41a52501435,cillian-burke,Cillian Burke,Port Adelaide Power,G-DEF,Cillian Burke,Geelong,G-DEF,"{""birth_date"":""2003-03-29"",""birth_year"":2003,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2024,""legacy_key"":""cillian-burke""}"
169,afl-player-v1-2208c3991369c533d843,clay-hall,Clay Hall,Collingwood Magpies,MID,Clay Hall,West Coast,MID,"{""birth_date"":""2005-05-12"",""birth_year"":2005,""draft_pick"":38,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""clay-hall""}"
488,afl-player-v1-614cf30f246427aac1aa,clayton-oliver,Clayton Oliver,North Melbourne Kangaroos,MID,Clayton Oliver,GWS,MID,"{""birth_date"":""1997-07-22"",""birth_year"":1997,""draft_pick"":4,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""clayton-oliver""}"
232,afl-player-v1-2f6242ef54860fa75fb3,cody-anderson,Cody Anderson,Free agents,G-FWD,Cody Anderson,Hawthorn,G-FWD,"{""birth_date"":""2006-01-30"",""birth_year"":2006,""draft_pick"":64,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""cody-anderson""}"
399,afl-player-v1-1567c17ff91df73eaaa2,cody-angove,Cody Angove,Hawthorn Hawks,G-FWD,Cody Angove,GWS,MID,"{""birth_date"":""2006-05-28"",""birth_year"":2006,""draft_pick"":24,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""cody-angove""}"
628,afl-player-v1-fdb2a94cef6232ae9d2f,cody-curtin,Cody Curtin,St Kilda Saints,"G-FWD,K-FWD",Cody Curtin,Brisbane,K-FWD,"{""birth_date"":""2007-05-18"",""birth_year"":2007,""draft_pick"":43,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""cody-curtin""}"
148,afl-player-v1-261fb8d2a929be14129f,cody-weightman,Cody Weightman,Collingwood Magpies,G-FWD,Cody Weightman,Western Bulldogs,G-FWD,"{""birth_date"":""2001-01-15"",""birth_year"":2001,""draft_pick"":15,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""cody-weightman""}"
589,afl-player-v1-ec36ae407a5d9b9384e1,colby-mckercher,Colby McKercher,Richmond Tigers,"G-DEF,G-FWD",Colby McKercher,North Melbourne,MID,"{""birth_date"":""2005-04-12"",""birth_year"":2005,""draft_pick"":2,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""colby-mckercher""}"
69,afl-player-v1-10478fc6854d4a00ac91,connor-budarick,Connor Budarick,Brisbane Lions,"G-FWD,G-DEF",Connor Budarick,Western Bulldogs,G-DEF,"{""birth_date"":""2001-04-06"",""birth_year"":2001,""draft_pick"":11,""draft_type"":""RD"",""draft_year"":2019,""legacy_key"":""connor-budarick""}"
494,afl-player-v1-46b344bd8a10773aecd3,connor-idun,Connor Idun,North Melbourne Kangaroos,G-DEF,Connor Idun,GWS,G-DEF,"{""birth_date"":""2000-07-29"",""birth_year"":2000,""draft_pick"":61,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""connor-idun""}"
579,afl-player-v1-6b6ba869803850018d0a,connor-macdonald,Connor MacDonald,Richmond Tigers,G-FWD,Connor MacDonald,Hawthorn,G-FWD,"{""birth_date"":""2003-01-13"",""birth_year"":2003,""draft_pick"":26,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""connor-macdonald""}"
768,afl-player-v1-6cade3f7f33048badf28,connor-o-sullivan,Connor O'Sullivan,Western Bulldogs,"G-DEF,K-DEF",Connor O'Sullivan,Geelong,K-DEF,"{""birth_date"":""2005-05-19"",""birth_year"":2005,""draft_pick"":11,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""connor-o-sullivan""}"
38,afl-player-v1-03ee55a3db4377aa7023,connor-rozee,Connor Rozee,Adelaide Crows,"G-DEF,MID",Connor Rozee,Port Adelaide,MID,"{""birth_date"":""2000-01-22"",""birth_year"":2000,""draft_pick"":5,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""connor-rozee""}"
624,afl-player-v1-e54d1b525f74546c124a,conor-mckenna,Conor McKenna,St Kilda Saints,G-FWD,Conor McKenna,Brisbane,G-FWD,"{""birth_date"":""1996-03-28"",""birth_year"":1996,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2014,""legacy_key"":""conor-mckenna""}"
696,afl-player-v1-f6a31f144b76f71804c8,conor-nash,Conor Nash,Sydney Swans,MID,Conor Nash,Hawthorn,MID,"{""birth_date"":""1998-07-28"",""birth_year"":1998,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2016,""legacy_key"":""conor-nash""}"
192,afl-player-v1-95c0c5cff3419f06f68d,conor-stone,Conor Stone,Brisbane Lions,G-DEF,Conor Stone,GWS,G-DEF,"{""birth_date"":""2002-04-22"",""birth_year"":2002,""draft_pick"":15,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""conor-stone""}"
237,afl-player-v1-bf7db2461bd138a98def,cooper-bell,Cooper Bell,Free agents,"K-FWD,K-DEF,G-FWD,G-DEF",Cooper Bell,Gold Coast,K-DEF,"{""birth_date"":""2006-11-30"",""birth_year"":2006,""draft_pick"":49,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""cooper-bell""}"
343,afl-player-v1-966ce678436f2d41e439,cooper-duff-tytler,Cooper Duff-Tytler,Fremantle Dockers,"RUCK,G-FWD,K-FWD",Cooper Duff-Tytler,West Coast,K-FWD,"{""birth_date"":""2007-08-22"",""birth_year"":2007,""draft_pick"":4,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""cooper-duff-tytler""}"
607,afl-player-v1-29bb554c3e47c1c2568b,cooper-harvey,Cooper Harvey,Richmond Tigers,G-FWD,Cooper Harvey,North Melbourne,G-FWD,"{""birth_date"":""2004-07-12"",""birth_year"":2004,""draft_pick"":56,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""cooper-harvey""}"
320,afl-player-v1-f7ee4c5cee3db83cf90b,cooper-hynes,Cooper Hynes,Fremantle Dockers,"G-FWD,MID",Cooper Hynes,Western Bulldogs,MID,"{""birth_date"":""2006-02-28"",""birth_year"":2006,""draft_pick"":20,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""cooper-hynes""}"
769,afl-player-v1-33880cd39dfb13366e39,cooper-lord,Cooper Lord,Western Bulldogs,MID,Cooper Lord,Carlton,MID,"{""birth_date"":""2005-03-20"",""birth_year"":2005,""draft_pick"":9,""draft_type"":""MSD"",""draft_year"":2024,""legacy_key"":""cooper-lord""}"
42,afl-player-v1-49e7841acad14b2e2383,cooper-sharman,Cooper Sharman,Adelaide Crows,"G-FWD,K-FWD",Cooper Sharman,St Kilda,K-FWD,"{""birth_date"":""2000-07-25"",""birth_year"":2000,""draft_pick"":20,""draft_type"":""MSD"",""draft_year"":2021,""legacy_key"":""cooper-sharman""}"
602,afl-player-v1-ed04080f429f90809986,cooper-simpson,Cooper Simpson,Richmond Tigers,G-DEF,Cooper Simpson,Fremantle,G-DEF,"{""birth_date"":""2005-02-13"",""birth_year"":2005,""draft_pick"":35,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""cooper-simpson""}"
594,afl-player-v1-4c67f2beca06a7bc6443,cooper-trembath,Cooper Trembath,Richmond Tigers,"G-FWD,K-FWD",Cooper Trembath,North Melbourne,K-FWD,"{""birth_date"":""2005-10-17"",""birth_year"":2005,""draft_pick"":10,""draft_type"":""MSD"",""draft_year"":2025,""legacy_key"":""cooper-trembath""}"
565,afl-player-v1-e148f8679875b3d6250a,corey-durdin,Corey Durdin,Port Adelaide Power,G-FWD,Corey Durdin,Carlton,G-FWD,"{""birth_date"":""2002-04-14"",""birth_year"":2002,""draft_pick"":39,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""corey-durdin""}"
688,afl-player-v1-b863559cd3b5b300ab3e,corey-wagner,Corey Wagner,Sydney Swans,"MID,G-DEF",Corey Wagner,Fremantle,G-DEF,"{""birth_date"":""1997-03-23"",""birth_year"":1997,""draft_pick"":43,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""corey-wagner""}"
475,afl-player-v1-eac847169c7ae1525269,corey-warner,Corey Warner,Melbourne Demons,"MID,G-FWD",Corey Warner,Sydney,G-FWD,"{""birth_date"":""2003-10-07"",""birth_year"":2003,""draft_pick"":40,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""corey-warner""}"
630,afl-player-v1-e415df5077f164469cba,dan-houston,Dan Houston,St Kilda Saints,G-DEF,Dan Houston,Collingwood,G-DEF,"{""birth_date"":""1997-05-12"",""birth_year"":1997,""draft_pick"":32,""draft_type"":""RD"",""draft_year"":2015,""legacy_key"":""dan-houston""}"
62,afl-player-v1-7d2a459ea2ec881ee4e0,dane-rampe,Dane Rampe,Brisbane Lions,G-DEF,Dane Rampe,Sydney,G-DEF,"{""birth_date"":""1990-06-02"",""birth_year"":1990,""draft_pick"":28,""draft_type"":""RD"",""draft_year"":2012,""legacy_key"":""dane-rampe""}"
325,afl-player-v1-a5b652e10f1562485b41,daniel-annable,Daniel Annable,Fremantle Dockers,MID,Daniel Annable,Brisbane,MID,"{""birth_date"":""2007-04-05"",""birth_year"":2007,""draft_pick"":6,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""daniel-annable""}"
244,afl-player-v1-fd8f88cb7a251aba137f,daniel-butler,Daniel Butler,Free agents,G-FWD,Daniel Butler,St Kilda,G-FWD,"{""birth_date"":""1996-06-03"",""birth_year"":1996,""draft_pick"":65,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""daniel-butler""}"
485,afl-player-v1-ed3e4aafc7efc030fed6,daniel-curtin,Daniel Curtin,Melbourne Demons,MID,Daniel Curtin,Adelaide,MID,"{""birth_date"":""2005-03-08"",""birth_year"":2005,""draft_pick"":8,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""daniel-curtin""}"
87,afl-player-v1-96295534a1df94d2044b,daniel-mcstay,Daniel McStay,Brisbane Lions,"G-FWD,K-FWD",Daniel McStay,Collingwood,K-FWD,"{""birth_date"":""1995-06-24"",""birth_year"":1995,""draft_pick"":25,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""daniel-mcstay""}"
165,afl-player-v1-2ba9319113f47277fa21,daniel-rioli,Daniel Rioli,Collingwood Magpies,G-DEF,Daniel Rioli,Gold Coast,G-DEF,"{""birth_date"":""1997-04-16"",""birth_year"":1997,""draft_pick"":15,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""daniel-rioli""}"
751,afl-player-v1-6bfc71843f2ecd457c94,daniel-turner,Daniel Turner,West Coast Eagles,"G-DEF,K-DEF",Daniel Turner,Melbourne,K-DEF,"{""birth_date"":""2002-01-28"",""birth_year"":2002,""draft_pick"":22,""draft_type"":""MSD"",""draft_year"":2021,""legacy_key"":""daniel-turner""}"
25,afl-player-v1-8406445026a762edd922,dante-visentini,Dante Visentini,Adelaide Crows,"RUCK,G-FWD,K-FWD",Dante Visentini,Port Adelaide,RUCK,"{""birth_date"":""2003-02-13"",""birth_year"":2003,""draft_pick"":56,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""dante-visentini""}"
572,afl-player-v1-f2d3605fc71d7aa8d371,darcy-byrne-jones,Darcy Byrne-Jones,Port Adelaide Power,"G-FWD,G-DEF",Darcy Byrne-Jones,Port Adelaide,G-DEF,"{""birth_date"":""1995-09-20"",""birth_year"":1995,""draft_pick"":50,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""darcy-byrne-jones""}"
740,afl-player-v1-e4ebf44ca266366dbc1c,darcy-cameron,Darcy Cameron,West Coast Eagles,RUCK,Darcy Cameron,Collingwood,RUCK,"{""birth_date"":""1995-07-18"",""birth_year"":1995,""draft_pick"":48,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""darcy-cameron""}"
568,afl-player-v1-258d2d81770b23a2a512,darcy-fogarty,Darcy Fogarty,Port Adelaide Power,"G-FWD,K-FWD",Darcy Fogarty,Adelaide,K-FWD,"{""birth_date"":""1999-09-25"",""birth_year"":1999,""draft_pick"":12,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""darcy-fogarty""}"
167,afl-player-v1-f71449e1a2898d8edeb8,darcy-fort,Darcy Fort,Collingwood Magpies,RUCK,Darcy Fort,Geelong,RUCK,"{""birth_date"":""1993-08-06"",""birth_year"":1993,""draft_pick"":65,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""darcy-fort""}"
354,afl-player-v1-58e657a00852c21c0ddf,darcy-gardiner,Darcy Gardiner,Geelong Cats,"G-DEF,K-FWD",Darcy Gardiner,Brisbane,K-DEF,"{""birth_date"":""1995-09-22"",""birth_year"":1995,""draft_pick"":22,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""darcy-gardiner""}"
